route	page	station	platform	usable length [m]	notes
SX	0153	Crystal Palace	1 - Up Crystal Palace	202	
SX	0153	Crystal Palace	2 - Down Crystal Palace	206	
SX	0153	Crystal Palace	3 – Down Bay	163	
SX	0153	Crystal Palace	4 – Down Sydenham Spur	219	
SX	0153	Crystal Palace	5 -  Up Bay	178	
SX	0153	Crystal Palace	6 – Up  Sydenham Spur	199	
SX	0153	Dalston Junction	1	132	
SX	0153	Dalston Junction	2	106	
SX	0153	Dalston Junction	3	106	
SX	0153	Dalston Junction	4	111	
SX	0153	Doleham	- Single	40	Down direction
SX	0153	Doleham	- Single	40	Up direction
SX	0153	Dorking	1 - Up Portsmouth	242	
SX	0153	Dorking	2 - Down Portsmouth	245	Down direction
SX	0153	Dorking	2 - Down Portsmouth	245	Up direction
SX	0153	Dorking	3 - Down Passenger Loop	244	Down direction
SX	0153	Dorking	3 - Down Passenger Loop	244	Up direction
SX	0154	Dorking Deepdene	1 - Up Reading	94	
SX	0154	Dorking Deepdene	2 - Down Reading	95	
SX	0154	Dorking West	1 - Up Reading	111	
SX	0154	Dorking West	2 - Down Reading	102	
SX	0154	Dormans	1 - Up East Grinstead	169	
SX	0154	Dormans	2 - Down East Grinstead	167	
SX	0154	Durrington-on-Sea	1 - Up Brighton	123	
SX	0154	Durrington-on-Sea	2 - Down Brighton	123	
SX	0154	Earlswood	1 - Up Slow	212	
SX	0154	Earlswood	2 - Down Slow	213	
SX	0154	East Croydon	1 - Up Fast	244	
SX	0154	East Croydon	2 - Fast Reversible	244	Down direction
SX	0154	East Croydon	2 - Fast Reversible	244	Up direction
SX	0154	East Croydon	3 - Down Fast	244	Down direction
SX	0154	East Croydon	3 - Down Fast	244	Up direction
SX	0154	East Croydon	4 - Up Slow	251	Down direction
SX	0154	East Croydon	4 - Up Slow	251	Up direction
SX	0154	East Croydon	5 - Slow Reversible	256	Down direction
SX	0154	East Croydon	5 - Slow Reversible	256	Up direction
SX	0154	East Croydon	6 - Down Slow	247	
SX	0154	East Dulwich	2 - Down Portsmouth	165	
SX	0154	East Grinstead	1 - Up East Grinstead	245	
SX	0154	East Grinstead	2 - Down East Grinstead	245	
SX	0154	East Worthing	1 - Up Brighton	85	
SX	0154	East Worthing	2 - Down Brighton	86	
SX	0154	Eastbourne	1	243	
SX	0154	Eastbourne	2	243	
SX	0154	Eastbourne	3	254	
SX	0154	Edenbridge	1 - Up Godstone	116	
SX	0154	Edenbridge	2 - Down Godstone	118	
SX	0154	Edenbridge Town	1 - Up	237	
SX	0154	Edenbridge Town	2 - Down	237	
SX	0154	Emsworth	1 - Up	152	
SX	0154	Emsworth	2 - Down	152	
SX	0154	Epsom	1 – Down Portsmouth	208	Down Direction
SX	0154	Epsom	1 – Down Portsmouth	208	Up Direction
SX	0154	Epsom	2 – Down Epsom	206	Down Direction
SX	0154	Epsom	2 – Down Epsom	206	Up Direction
SX	0154	Epsom	3 Up	206	
SX	0154	Epsom	4 Up Epsom	208	
SX	0154	Epsom Downs	Epsom Downs Single	205	Down direction
SX	0154	Epsom Downs	Epsom Downs Single	205	Up direction
SX	0154	Eridge	Uckfield Single	235	Down direction
SX	0154	Eridge	Uckfield Single	235	Up direction
SX	0154	Ewell East	1 - Up Portsmouth	159	
SX	0154	Ewell East	2 - Down Portsmouth	160	
SX	0154	Falmer	1 - Up East Branch	157	
SX	0154	Falmer	2 - Down East Branch	156	
SX	0154	Faygate	1 - Up Branch	103	
SX	0154	Faygate	2 - Down Branch	100	
SX	0154	Fishbourne	1 - Up	151	
SX	0154	Fishbourne	2 - Down	123	
SX	0155	Fishersgate	1 - Up Brighton	84	
SX	0155	Fishersgate	2 - Down Brighton	84	
SX	0155	Ford	1 - Up Brighton	162	
SX	0155	Ford	2 - Down Brighton	162	
SX	0155	Forest Hill	1 - Up Slow	179	
SX	0155	Forest Hill	2 - Down Slow	185	
SX	0155	Gatwick Airport	1 – Up Platform Loop	246	Down direction
SX	0155	Gatwick Airport	1 - Up Platform Loop	246	Up direction
SX	0155	Gatwick Airport	2 - Up Slow	246	Down direction
SX	0155	Gatwick Airport	2 - Up Slow	246	Up direction
SX	0155	Gatwick Airport	3 - Down Slow	246	Down direction
SX	0155	Gatwick Airport	3 - Down Slow	246	Up direction
SX	0155	Gatwick Airport	4 - Up Fast	246	
SX	0155	Gatwick Airport	5 - Down Fast	246	Down direction
SX	0155	Gatwick Airport	5 - Down Fast	246	Up direction
SX	0155	Gatwick Airport	6 – Down Platform Loop 2 Reversible	246	Down direction
SX	0155	Gatwick Airport	6 – Down Platform Loop 2 Reversible	246	Up direction
SX	0155	Gatwick Airport	7 - Down Platform Loop 1	247	Down direction
SX	0155	Gipsy Hill	1 - Up Crystal Palace	201	
SX	0155	Gipsy Hill	2 - Down Crystal Palace	201	
SX	0155	Glynde	1 - Up Main	133	
SX	0155	Glynde	2 - Down Main	138	
SX	0155	Godstone	1 - Up Tonbridge	89	
SX	0155	Godstone	2 - Down Tonbridge	118	
SX	0155	Goring-by-Sea	1 - Up Brighton	122	
SX	0155	Goring-by-Sea	2 - Down Brighton	144	
SX	0155	Hackbridge	1 - Up Portsmouth	155	
SX	0155	Hackbridge	2 - Down Portsmouth	158	
SX	0155	Haggerston	2 – Down	88	
SX	0155	Ham Street	1 - Up Hastings	91	
SX	0155	Ham Street	2 - Down Hastings	85	
SX	0155	Hampden Park	1 - Up Main	207	
SX	0155	Hampden Park	2 - Down Main	207	
SX	0155	Hassocks	1 - Up Main	274	Down direction
SX	0155	Hassocks	1 - Up Main	274	Up direction
SX	0155	Hassocks	2 - Down Main	274	Down direction
SX	0155	Hassocks	2 - Down Main	274	Up direction
SX	0155	Hastings	1 - Down Ore Bay	167	
SX	0155	Hastings	2 - Up Hastings	246	Down direction
SX	0155	Hastings	2 - Up Hastings	246	Up direction
SX	0155	Hastings	3 - Down Hastings	248	Down direction
SX	0155	Hastings	3 - Down Hastings	248	Up direction
SX	0155	Hastings	4 - Down Passenger Loop	247	
SX	0155	Haydons Road	1 - Up St Helier	164	
SX	0155	Haydons Road	2 - Down St Helier	159	
SX	0156	Haywards Heath	1 - Down Passenger Loop	241	Down direction
SX	0156	Haywards Heath	1 - Down Passenger Loop	241	Up direction
SX	0156	Haywards Heath	2 - Down Main	241	
SX	0156	Haywards Heath	3 - Up Main	241	Down direction
SX	0156	Haywards Heath	3 - Up Main	241	Up direction
SX	0156	Haywards Heath	4 - Up Passenger Loop	241	Down direction
SX	0156	Haywards Heath	4 - Up Passenger Loop	241	Up direction
SX	0156	Hever	1 - Up	237	
SX	0156	Hever	2 - Down	237	
SX	0156	Highbury and Islington ELL	2	126	
SX	0156	Highbury and Islington ELL	1	131	
SX	0156	Holmwood	1 - Up	123	
SX	0156	Holmwood	2 - Down	123	
SX	0156	Honor Oak Park	1 - Up Slow	154	
SX	0156	Honor Oak Park	2 - Down Slow	158	
SX	0156	Horley	1 - Up Slow	247	
SX	0156	Horley	2 - Down Slow	247	
SX	0156	Horley	3 - Up Fast	247	
SX	0156	Horley	4 - Down Fast	247	
SX	0156	Horsham	1 - Up Passenger Loop	245	
SX	0156	Horsham	2 - Up Main	245	
SX	0156	Horsham	3 - Down Main	251	
SX	0156	Horsham	4 - Down Passenger Loop	251	Down direction
SX	0156	Horsham	4 - Down Passenger Loop	251	Up direction
SX	0156	Hove	1 - Up Passenger Loop	241	Down direction
SX	0156	Hove	1 - Up Passenger Loop	241	Up direction
SX	0156	Hove	2 - Up Brighton	241	Down direction
SX	0156	Hove	2 - Up Brighton	241	Up direction
SX	0156	Hove	3 - Down Brighton	241	
SX	0156	Hoxton	1 – Up	88	
SX	0156	Hoxton	2 – Down	88	
SX	0156	Hurst Green	1 - Up East Grinstead	246	
SX	0156	Hurst Green	2 - Down East Grinstead	246	
SX	0156	Ifield	1 - Up Horsham	116	
SX	0156	Ifield	2 - Down Horsham	116	
SX	0156	Imperial Wharf	2- Down West London	172.4	8 cars
SX	0156	Imperial Wharf	1 – Up West London	177.2	8 cars
SX	0156	Kenley	1 - Up	124	
SX	0156	Kenley	2 - Down	121	
SX	0156	Kensington (Olympia)	2 - Down West London Loop	323.5	Down direction
SX	0156	Kensington (Olympia)	2 - Down West London Loop	323.5	Up direction
SX	0156	Kensington (Olympia)	3 - Up West London	190	Down direction
SX	0156	Kingswood	1 - Up Tattenham	122	
SX	0156	Kingswood	2 - Down Tattenham	122	
SX	0156	Lancing	1 - Up Brighton	112	
SX	0156	Lancing	2 - Down Brighton	180	
SX	0156	Leatherhead	1 - Up	206	
SX	0156	Leatherhead	2  -Down	206	
SX	0156	Leigh	1 - Up Godstone	122	
SX	0157	Leigh	2 - Down Godstone	122	
SX	0157	Lewes	1 - Down Lewes	244	
SX	0157	Lewes	2 - Up Lewes	252	
SX	0157	Lewes	3 - Down Branch	128	
SX	0157	Lewes	4 - Up Branch	141	
SX	0157	Lewes	5 - Up Passenger Loop	125	Down direction
SX	0157	Lewes	5 - Up Passenger Loop	140	Up direction
SX	0157	Lingfield	1 - Up East Grinstead	177	
SX	0157	Lingfield	2 - Down East Grinstead	169	
SX	0157	Littlehampton	1 - Up Littlehampton	254	
SX	0157	Littlehampton	2 - Down Littlehampton	254	
SX	0157	Littlehampton	3	164	
SX	0157	Littlehampton	4	164	
SX	0157	Littlehaven	1 - Up Branch	165	8 cars
SX	0157	Littlehaven	2 - Down Branch	243	12 cars
SX	0157	London Bridge	10	252	12 cars
SX	0157	London Bridge	11	257	12 cars
SX	0157	London Bridge	12	252	12 cars
SX	0157	London Bridge	13	252	12 cars
SX	0157	London Bridge	14	252	12 cars
SX	0157	London Bridge	15	239	10 cars
SX	0157	London Road Brighton	1 - Up East Branch	138	
SX	0157	London Road Brighton	2 - Down East Branch	143	
SX	0157	London Victoria	9	269	
SX	0157	London Victoria	10	248	
SX	0157	London Victoria	11	248	
SX	0157	London Victoria	12	248	
SX	0157	London Victoria	13	246	
SX	0157	London Victoria	14	247	
SX	0157	London Victoria	15	259	
SX	0157	London Victoria	16	251	
SX	0157	London Victoria	17	247	
SX	0157	London Victoria	18	254	to Signal TVC 497
SX	0157	London Victoria	18	318	to Signal TVC 499
SX	0157	London Victoria	19	253	to Signal TVC 495
SX	0157	London Victoria	19	318	to Signal TVC 493
SX	0157	Merstham	1 - Up Redhill	246	
SX	0157	Merstham	2 - Down Redhill	246	
SX	0157	Mitcham Eastfields	1- Up	200	
SX	0157	Mitcham Eastfields	2- Down	202	
SX	0157	Mitcham Junction	1 - Up Portsmouth	164	
SX	0157	Mitcham Junction	2 - Down Portsmouth	152	
SX	0157	Morden South	1   Up St Helier	161	
SX	0157	Morden South	2 - Down St Helier	158	
SX	0157	Moulsecoomb	1 - Up East Branch	85	
SX	0157	Moulsecoomb	2 - Down East Branch	86	
SX	0157	New Cross Gate	1 – Down	142	
SX	0157	New Cross Gate	2 - Down Slow	167	
SX	0157	New Cross Gate	3 - Down Fast	161	
SX	0157	New Cross Gate	4 - Up Fast	187	
SX	0157	New Cross Gate	5 - Up Slow	167	
SX	0157	Newhaven Harbour	1 - Down Seaford	126	
SX	0158	Newhaven Harbour	2 - Up Seaford	172	
SX	0158	Newhaven Marine	Single	245	
SX	0158	Newhaven Town	1 - Up Seaford	103	
SX	0158	Newhaven Town	2 - Down Seaford	103	
SX	0158	Norbury	1 - Down Slow	201	
SX	0158	Norbury	2 - Up Slow	201	
SX	0158	Norbury	3 - Down Fast	201	
SX	0158	Norbury	4 - Up Fast	183	
SX	0158	Normans Bay	1 - Up Bexhill	80	
SX	0158	Normans Bay	2 - Down Bexhill	80	
SX	0158	North Dulwich	1 - Up Portsmouth	162	
SX	0158	North Dulwich	2 - Down Portsmouth	168	
SX	0158	Norwood Junction	1 - Up Slow (Station side)	219	
SX	0158	Norwood Junction	2 - Up Slow (Island Side)	184	
SX	0158	Norwood Junction	3 - Up Fast	205	
SX	0158	Norwood Junction	4 - Down Fast	209	
SX	0158	Norwood Junction	5 - Down Wallington	209	
SX	0158	Norwood Junction	6 - Down Passenger Loop	192	
SX	0158	Nutbourne	1 - Up	123	
SX	0158	Nutbourne	2 - Down	123	
SX	0158	Nutfield	1 - Up Tonbridge	122	
SX	0158	Nutfield	2 - Down Tonbridge	135	
SX	0158	Ockley	1 - Up	151	
SX	0158	Ockley	2 - Down	153	
SX	0158	Ore	1 - Down Ore	107	
SX	0158	Ore	2 - Up Ore	107	
SX	0158	Oxted	1 - Up East Grinstead	245	12 Cars
SX	0158	Oxted	2 - Down East Grinstead	245	12 Cars
SX	0158	Oxted	3 - Down Bay	80	4 Cars
SX	0158	Peckham Rye	1 - Down South London	161	
SX	0158	Peckham Rye	2 - Up South London	161	
SX	0158	Penge West	1 - Up Slow	163	
SX	0158	Penge West	2 - Down Slow	165	
SX	0158	Penshurst	1 - Up Godstone	92	
SX	0158	Penshurst	2 - Down Godstone	92	
SX	0158	Pevensey and Westham	1 - Up Bexhill	116	
SX	0158	Pevensey and Westham	2 - Down Bexhill	128	
SX	0158	Pevensey Bay	1 - Up Bexhill	78	
SX	0158	Pevensey Bay	2 - Down Bexhill	78	
SX	0158	Plumpton	1 - Up Lewes	167	
SX	0158	Plumpton	2 - Down Lewes	166	
SX	0158	Polegate	1 - Up Main	276	
SX	0158	Polegate	2 - Down Main	276	
SX	0158	Portslade	1 - Up Brighton	249	
SX	0158	Portslade	2 - Down Brighton	152	
SX	0158	Preston Park	1 - Up Loop	246	Up direction
SX	0158	Preston Park	2 - Up Main	246	Down direction
SX	0158	Preston Park	2 - Up Main	246	Up direction
SX	0158	Preston Park	3 - Down Main	246	
SX	0158	Pulborough	1 - Up	205	
SX	0158	Pulborough	2 - Down	181	
SX	0158	Purley	1 - Up Fast	248	
SX	0159	Purley	2 - Down Fast	247	
SX	0159	Purley	3 - Up Slow	247	
SX	0159	Purley	4 - Down Slow	246	Down direction
SX	0159	Purley	4 - Down Slow	246	Up direction
SX	0159	Purley	5 - Up Caterham	224	Down direction
SX	0159	Purley	5 - Up Caterham	224	Up direction
SX	0159	Purley	6 - Down Caterham	208	
SX	0159	Purley Oaks	1 - Up Fast	168	
SX	0159	Purley Oaks	2 - Down Fast	168	
SX	0159	Purley Oaks	3 - Up Slow	168	
SX	0159	Purley Oaks	4 - Down Slow	168	
SX	0159	Queens Road Peckham	1 - Up South London	167	
SX	0159	Queens Road Peckham	2 - Down South London	167	
SX	0159	Redhill	0 – Up Loop No0	282	Down direction (See Section 5.4.1 for full loop capacity)
SX	0159	Redhill	0 – Up Loop No0	282	Up direction (See Section 5.4.1 for full loop capacity)
SX	0159	Redhill	1	174	
SX	0159	Redhill	2(A&B) - Up Passenger Loop No2	246	Down direction
SX	0159	Redhill	2(A&B) - Up Passenger Loop No2	246	Up direction
SX	0159	Redhill	3(A&B) - Down Passenger Loop	246	Trains can reverse in the platform
SX	0159	Reedham	1 - Up Tattenham	165	
SX	0159	Reedham	2 - Down Tattenham	165	
SX	0159	Reigate	1 - Up Reading	171	
SX	0159	Reigate	2 - Down Reading	85	
SX	0159	Riddlesdown	1 - Up East Grinstead	182	
SX	0159	Riddlesdown	2 - Down East Grinstead	182	
SX	0159	Rotherhithe	1 – Up	73	
SX	0159	Rotherhithe	1 – Down	73	
SX	0159	Rye	1 - Up	98	
SX	0159	Rye	2 - Down	75	
SX	0159	Salfords	1 - Up Slow	158	
SX	0159	Salfords	2 - Down Slow	158	
SX	0159	Sanderstead	1 - Up East Grinstead	245	12 Cars
SX	0159	Sanderstead	2 - Down East Grinstead	245	12 Cars
SX	0159	Seaford	Seaford Single	95	
SX	0159	Selhurst	1 - Down Slow	203	
SX	0159	Selhurst	2 - Up Slow	203	
SX	0159	Selhurst	3 - Down Fast	159	
SX	0159	Selhurst	4 - Up Fast	191	
SX	0159	Shadwell	1 – Up	80	
SX	0159	Shadwell	2 – Down	80	
SX	0159	Shepherds Bush	1 – Up West London	163	
SX	0159	Shepherds Bush	2 – Down West London	207	
SX	0159	Shoreditch High Street	1 – Up	91	
SX	0159	Shoreditch High Street	2 – Down	91	
SX	0159	Shoreham-by-Sea	1 - Up Brighton	249	
SX	0160	Shoreham-by-Sea	2 - Down Brighton	249	
SX	0160	South Bermondsey	1 - Up South London	159	
SX	0160	South Bermondsey	2 - Down South London	159	
SX	0160	South Croydon	1 - Up Fast	156	
SX	0160	South Croydon	2 - Down Fast	170	
SX	0160	South Croydon	3 - Up Slow	170	
SX	0160	South Croydon	4 - Slow Reversible	165	Down direction
SX	0160	South Croydon	4 - Slow Reversible	165	Up direction
SX	0160	South Croydon	5 - Down Slow	165	
SX	0160	South Merton	1 - Up St Helier	164	
SX	0160	South Merton	2 - Down St Helier	162	
SX	0160	Southbourne	1 - Up	123	
SX	0160	Southbourne	2 - Down	106	
SX	0160	Southease	1 - Up Seaford	123	
SX	0160	Southease	2 - Down Seaford	123	
SX	0160	Southwick	1 - Up Brighton	167	
SX	0160	Southwick	2 - Down Brighton	167	
SX	0160	St Helier	1 - Up St Helier	163	
SX	0160	St Helier	2 - Down St Helier	162	
SX	0160	St Leonards Warrior Square	1 - Up Hastings	165	
SX	0160	St Leonards Warrior Square	2 - Down Hastings	166	
SX	0160	Streatham	1 - Down Portsmouth	187	
SX	0160	Streatham	2 - Up Portsmouth	189	
SX	0160	Streatham Common	1 - Down Slow	213	
SX	0160	Streatham Common	2 - Up Slow	213	
SX	0160	Streatham Common	3 - Down Fast	165	
SX	0160	Streatham Common	4 - Up Fast	163	
SX	0160	Streatham Hill	1 - Up Crystal Palace	183	
SX	0160	Streatham Hill	2 - Down Crystal Palace	205	
SX	0160	Surrey Quays	1 – Up	88	
SX	0160	Surrey Quays	2 – Down	88	
SX	0160	Sutton	1 - Up Portsmouth	249	
SX	0160	Sutton	2 - Down Portsmouth	251	
SX	0160	Sutton	3 - Up Epsom Downs	203	
SX	0160	Sutton	4 - Down Epsom Downs	205	
SX	0160	Sutton Common	1 - Up St Helier	158	
SX	0160	Sutton Common	2 - Down St Helier	160	
SX	0160	Sydenham	1 - Up Slow	162	
SX	0160	Sydenham	2 - Down Slow	162	
SX	0160	Tadworth	1 - Up Tattenham	137	
SX	0160	Tadworth	2 - Down Tattenham	137	
SX	0160	Tattenham Corner	1	206	
SX	0160	Tattenham Corner	2	206	
SX	0160	Tattenham Corner	3	206	
SX	0160	Thornton Heath	1 - Down Slow	202	
SX	0160	Thornton Heath	2 - Up Slow	201	
SX	0160	Thornton Heath	3 - Down Fast	202	
SX	0160	Thornton Heath	4 - Up Fast	184	
SX	0160	Three Bridges	1 - Up Passenger Loop	246	Down direction
SX	0160	Three Bridges	1 - Up Passenger Loop	246	Up direction
SX	0160	Three Bridges	2 - Up Slow	246	Down direction
SX	0160	Three Bridges	2 - Up Slow	246	Up direction
SX	0160	Three Bridges	3 - Down Slow	246	Down direction
SX	0161	Three Bridges	3 - Down Slow	246	Up direction
SX	0161	Three Bridges	4 - Up Fast	246	
SX	0161	Three Bridges	5 - Down Fast	246	
SX	0161	Three Oaks	- Single	31	Down direction
SX	0161	Three Oaks	- Single	31	Up direction
SX	0161	Tooting	1 - Up St Helier	164	
SX	0161	Tooting	2 - Down St Helier	157	
SX	0161	Tulse Hill	1 - Up Passenger Loop	163	
SX	0161	Tulse Hill	2 - Down Passenger Loop	164	
SX	0161	Tulse Hill	3 - Up Portsmouth	164	
SX	0161	Tulse Hill	4 - Down Portsmouth	161	
SX	0161	Uckfield	Uckfield Single	251	
SX	0161	Upper Warlingham	1 - Up East Grinstead	242	12 Cars
SX	0161	Upper Warlingham	2 - Down East Grinstead	242	12 Cars
SX	0161	Waddon	1 - Up Wallington	201	
SX	0161	Waddon	2 - Down Wallington	201	
SX	0161	Wallington	1 - Up Wallington	202	
SX	0161	Wallington	2 - Down Wallington	201	
SX	0161	Wandsworth Common	1 - Down Slow	201	
SX	0161	Wandsworth Common	2 - Up Slow	201	
SX	0161	Wandsworth Common	3 - Down Fast	181	
SX	0161	Wandsworth Common	4 - Up Fast	155	
SX	0161	Wapping	1 – Up	80	
SX	0161	Wapping	2 – Down	80	
SX	0161	Warblington	1 - Up	122	
SX	0161	Warblington	2 - Down	122	
SX	0161	Warnham	1 - Up	125	
SX	0161	Warnham	2 - Down	125	
SX	0161	West Brompton	3 – Up West London	170.3	Up direction
SX	0161	West Brompton	3 – Up West London	170.3	Down direction
SX	0161	West Brompton	4 – Down West London	152.8	Down direction
SX	0161	West Brompton	4 – Down West London	152.8	Up direction
SX	0161	West Croydon	1 - Up Bay	194	
SX	0161	West Croydon	3 - Up Wallington	190	
SX	0161	West Croydon	4 - Down Wallington	215	
SX	0161	West Norwood	1 - Up Crystal Palace	145	
SX	0161	West Norwood	2 - Down Crystal Palace	161	
SX	0161	West Sutton	1 - Up St Helier	157	
SX	0161	West Sutton	2 - Down St Helier	156	
SX	0161	West Worthing	1 - Up Brighton	158	
SX	0161	West Worthing	2 - Down Brighton	158	
SX	0161	Whitechapel	5 – Up	81	
SX	0161	Whitechapel	6 – Down	81	
SX	0161	Whyteleafe	1 - Up	141	
SX	0161	Whyteleafe	2 - Down	143	
SX	0161	Whyteleafe South	1 - Up	120	
SX	0161	Whyteleafe South	2 - Down	105	
SX	0161	Wimbledon	9 - Up St Helier	160	Down direction
SX	0161	Wimbledon	9 - Up St Helier	160	Up direction
SX	0161	Wimbledon	10 - Up Bay	85	
SX	0161	Wimbledon Chase	1 - Up St Helier	159	
SX	0161	Wimbledon Chase	2 - Down St Helier	158	
SX	0162	Winchelsea	- Single	80	Down direction
SX	0162	Winchelsea	- Single	80	Up direction
SX	0162	Wivelsfield	1 - Up Main	246	Down direction
SX	0162	Wivelsfield	1 - Up Main	246	Up direction
SX	0162	Wivelsfield	2 - Down Main	246	Down direction
SX	0162	Wivelsfield	2 - Down Main	246	Up direction
SX	0162	Woldingham	1 - Up East Grinstead	182	
SX	0162	Woldingham	2 - Down East Grinstead	182	
SX	0162	Woodmansterne	1 - Up Tattenham	123	
SX	0162	Woodmansterne	2 - Down Tattenham	123	
SX	0162	Worthing	1 - Up Passenger Loop	249	
SX	0162	Worthing	2 - Up Brighton	249	
SX	0162	Worthing	3 - Down Brighton	248	
WW	0254	Aber	Down	124	
WW	0254	Aber	Up	124	
WW	0254	Abercynon	Down	84	
WW	0254	Abercynon	Up	84	
WW	0254	Aberdare	Single	101	
WW	0254	Aberdovey	Single	123	
WW	0254	Abererch	Single	31	
WW	0254	Abergavenny	1 Up	246	
WW	0254	Abergavenny	2 Down	106	
WW	0254	Aberystwyth	3	245	
WW	0254	Acton Main Line ML	2 Up	153	
WW	0254	Acton Main Line RL	3 Down	153	
WW	0254	Acton Main Line RL	3 Down	99	Top of ramp to nearest mirror
WW	0254	Acton Main Line RL	3 Down	148	Top of ramp to furthest mirror
WW	0254	Acton Main Line RL	4 Up	148	
WW	0254	Aldermaston	1 Up	71	Ramp west end to ‘S’ Car Marker
WW	0254	Aldermaston	1 Up	115	
WW	0254	Aldermaston	2 Down	80	
WW	0254	Ammanford	Single	109	
WW	0254	Appleford	1	76	
WW	0254	Appleford	2	76	
WW	0254	Ascott-Under-Wychwood	Down	71	
WW	0254	Ascott-Under-Wychwood	Up	71	
WW	0254	Ashchurch for Tewkesbury	1	97	
WW	0254	Ashchurch for Tewkesbury	2	97	
WW	0254	Ashley Down	Down Filton Relief	126	
WW	0254	Ashley Down	Up Filton Relief	126	
WW	0254	Avoncliff	1	30	
WW	0254	Avoncliff	2	30	
WW	0254	Avonmouth	1	83	On the Severn Beach branch several platform lengths have been shortened by barriers. The detail shown here the usable length inside the barrier
WW	0254	Avonmouth	2	64	On the Severn Beach branch several platform lengths have been shortened by barriers. The detail shown here the usable length inside the barrier
WW	0254	Baglan	1	97	
WW	0254	Baglan	2	97	
WW	0254	Barmouth	2 Down	212	Bi-directional
WW	0254	Barmouth	1 Up	212	Also for departures in down direction
WW	0254	Bargoed	1	124	
WW	0254	Bargoed	2	124	
WW	0255	Barnstaple	Single	220	Top of Ramp to stop blocks
WW	0255	Barry	1	222	
WW	0255	Barry	2	138	
WW	0255	Barry	3	138	
WW	0255	Barry Docks	Down	148	
WW	0255	Barry Docks	Up	148	
WW	0255	Barry Island	1 Single	102	
WW	0255	Bath Spa	1	197	
WW	0255	Bath Spa	2	282	
WW	0255	Bedminster ML	1	104	
WW	0255	Bedminster ML	2	93	
WW	0255	Bedminster RL	Down	71	Not in passenger use
WW	0255	Bedminster RL	3	93	
WW	0255	Bedwyn	1	121	
WW	0255	Bedwyn	2	123	
WW	0255	Bere Alston	Single	99	
WW	0255	Bere Ferrers	Single	114	
WW	0255	Birchgrove	Single	65	
WW	0255	Bodmin Parkway	1	198	
WW	0255	Bodmin Parkway	2	180	
WW	0255	Bodmin Parkway	Bay	87	Operated by the Bodmin & Wenford Steam Railway.
WW	0255	Borth	Single	122	
WW	0255	Bourne End	Down	67	Top of ramp to drivers yellow stop line
WW	0255	Bourne End	Down	67	Points for Marlow Branch to drivers yellow stop line
WW	0255	Bourne End	Down	47	Mirror to drivers yellow stop line
WW	0255	Bourne End	Up	125	Top of ramp to drivers yellow stop line
WW	0255	Bradford-on-Avon	1	120	
WW	0255	Bradford-on-Avon	2	120	
WW	0255	Bridgend	1 (Down)	255	
WW	0255	Bridgend	1A (VoG Bay)	88	
WW	0255	Bridgend	2 (Up)	255	
WW	0255	Bridgend	3 (Maesteg Bay)	60	
WW	0255	Bridgwater	1	198	
WW	0255	Bridgwater	2	198	
WW	0255	Bristol Parkway	1 (Down)	280	
WW	0255	Bristol Parkway	2 (Down)	280	
WW	0255	Bristol Parkway	3 (Up)	280	
WW	0255	Bristol Parkway	4 (Up)	280	
WW	0256	Bristol TM  Platforms 3 to 12 inclusive are islands combining two platforms on each face, with the odd numbers London end and even numbers at the Penzance end Mid Platform Signals indicate the limits of each platform.  Permissive Working Permissive working (PP) is allowed on through platform lines 3/-/12 for the purpose of attaching, detaching and platform sharing.  Classes of train 1, 2, 3 ECS, 5, 9 and 0 are allowed, together with any class of train formed only of MPV vehicles when operating as a railhead treatment or inspection train.  When a train (the second train) arrives which is due to attach to the rear of another train in a far platform, there must be enough room for the whole of the second train in the near platform.   The platform lengths shown below in the third column, are the measured lengths of the platforms, and DO NOT account for the positions of car stop markers, or stand back distances (assume 10m)			
WW	0256	Bristol TM	1 (Up Bay)	96	Buffer stop to top of ramp
WW	0256	Bristol TM (non-passenger)	2 (West Bay)	161	Stop to end of platform ramp
WW	0256	Bristol TM	3 (Single)	299	Signal to mid-platform signal
WW	0256	Bristol TM	4 (Single)	115	Top of ramp (Penzance end) to mid-platform signal
WW	0256	Bristol TM	Up Through	362	Between opposing signals 342m or 53 SLU useable length
WW	0256	Bristol TM	5 (Single)	139	Top of ramp (London end) to mid-platform signal
WW	0256	Bristol TM	6 (Single)	168	Top of ramp to mid-platform signal
WW	0256	Bristol TM	7 (Single)	155	Top of ramp (London end) to mid-platform signal
WW	0256	Bristol TM	8 (Single)	148	Top of ramp (Penzance end) to mid-platform signal
WW	0256	Bristol TM	9 (Single)	231	Signal to mid-platform signal
WW	0256	Bristol TM	10 (Single)	164	Top of ramp (Penzance end) to mid-platform signal
WW	0256	Bristol TM	11 (Single)	212	Top of ramp (London end) to mid-platform signal
WW	0256	Bristol TM	12 (Single)	162	Top of ramp (Penzance end) to mid-platform signal
WW	0256	Bristol TM	Down Through	576	Between opposing signals 556m or 86 SLU useable length
WW	0256	Bristol TM	13 (Single)	281	Signal to top of ramp (London end)
WW	0256	Bristol TM	15 (Single)	277	
WW	0256	Brithdir	Single	124	
WW	0256	Briton Ferry	1	109	
WW	0256	Briton Ferry	2	109	
WW	0256	Broome	Single	73	
WW	0256	Bruton	1	130	
WW	0256	Bruton	2	144	
WW	0256	Bucknell	Single	73	
